,book_id,title,author,year,rank,genre,genre_2,genre_3,user_rating,reviews,price
146,142,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,2012,36,Fiction,Children's Books,Growing Up & Facts of Life,4.9,7038,7.0
414,69,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2012,37,Non Fiction,History,Americas,4.7,9289,9.0
365,143,The Fault in Our Stars,John Green,2012,38,Fiction,Teen & Young Adult,Literature & Fiction,4.7,50482,13.0
458,144,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,2012,39,Fiction,Children's Books,Science Fiction & Fantasy,4.8,2091,12.0
256,111,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,2012,40,Non Fiction,Christian Books & Bibles,Christian Living,4.6,3163,13.0
537,145,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,2012,41,Non Fiction,Travel ,United States,4.4,17044,18.0
538,146,Winter of the World: Book Two of the Century Trilogy,Ken Follett,2012,42,Fiction,Literature & Fiction,Genre Fiction,4.5,10760,15.0
448,147,The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,2012,43,Non Fiction,"Cookbooks, Food & Wine",Entertaining & Holidays,4.8,2876,21.0
422,110,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,2012,44,Non Fiction,Children's Books,"Activities, Crafts & Games",4.4,4247,13.0
162,92,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,2012,45,Non Fiction,Self-Help,Relationships,4.7,15779,10.0
188,103,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,2012,46,Non Fiction,Religion & Spirituality,Worship & Devotion,4.9,19576,8.0
94,118,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,2012,47,Non Fiction,"Health, Fitness & Dieting",Diets & Weight Loss,4.5,6346,9.0
497,148,Thomas Jefferson: The Art of Power,Jon Meacham,2012,48,Non Fiction,Biographies & Memoirs,Leaders & Notable People,4.5,1904,23.0
142,29,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,2012,49,Non Fiction,Business & Money,Biography & History,4.5,3457,14.0
339,149,The Amateur,Edward Klein,2012,50,Non Fiction,Politics & Social Sciences,Politics & Government,4.6,2580,9.0
308,6,StrengthsFinder 2.0,Gallup,2013,1,Non Fiction,Business & Money,Management & Leadership,4.0,5069,17.0
213,150,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,2013,2,Non Fiction,Biographies & Memoirs,Professionals & Academics,4.5,6132,13.0
71,151,"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,2013,3,Fiction,Children's Books,Growing Up & Facts of Life,4.8,6812,0.0
288,152,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,2013,4,Fiction,Children's Books,Literature & Fiction,4.9,7150,12.0
189,103,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,2013,5,Non Fiction,Religion & Spirituality,Worship & Devotion,4.9,19576,8.0
182,153,Inferno,Dan Brown,2013,6,Fiction,Literature & Fiction,Action & Adventure,4.1,29651,14.0
406,154,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,2013,7,Fiction,Children's Books,"Fairy Tales, Folk Tales & Myths",4.8,6982,14.0
493,155,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,2013,8,Non Fiction,Politics & Social Sciences,Politics & Government,4.7,7034,15.0
395,139,The Great Gatsby,F. Scott Fitzgerald,2013,9,Fiction,Literature & Fiction,Genre Fiction,4.4,11616,7.0
196,156,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,2013,10,Non Fiction,History,World,4.5,11391,12.0
270,131,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,2013,11,Non Fiction,Medical Books,Medicine,4.3,13616,10.0
69,157,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,2013,12,Non Fiction,"Health, Fitness & Dieting",Psychology & Counseling,4.5,6679,105.0
442,67,The Official SAT Study Guide,The College Board,2013,13,Non Fiction,Teen & Young Adult,Education & Reference,4.4,1201,40.0
366,143,The Fault in Our Stars,John Green,2013,14,Fiction,Teen & Young Adult,Literature & Fiction,4.7,50482,13.0
347,158,The Book Thief,Markus Zusak,2013,15,Fiction,Children's Books,Growing Up & Facts of Life,4.6,23148,6.0
540,159,Wonder,R. J. Palacio,2013,16,Fiction,Children's Books,Growing Up & Facts of Life,4.8,21625,9.0
323,79,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2013,17,Non Fiction,Self-Help,Relationships,4.7,3477,28.0
275,25,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2013,18,Non Fiction,"New, Used & Rental Textbooks",Social Sciences,4.5,8580,46.0
75,160,Divergent,Veronica Roth,2013,19,Fiction,Teen & Young Adult,Literature & Fiction,4.6,27098,15.0
208,161,Laugh-Out-Loud Jokes for Kids,Rob Elliott,2013,20,Non Fiction,Children's Books,Humor,4.6,6990,4.0
246,137,"Oh, the Places You'll Go!",Dr. Seuss,2013,21,Fiction,Children's Books,Education & Reference,4.9,21834,8.0
59,162,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,2013,22,Non Fiction,Business & Money,Business Culture,4.4,4642,13.0
120,97,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,2013,23,Fiction,Literature & Fiction,Genre Fiction,4.6,5594,5.0
22,163,Allegiant,Veronica Roth,2013,24,Fiction,Teen & Young Adult,Literature & Fiction,3.9,6310,13.0
24,164,And the Mountains Echoed,Khaled Hosseini,2013,25,Fiction,Literature & Fiction,Genre Fiction,4.3,12159,13.0
172,165,Humans of New York,Brandon Stanton,2013,26,Non Fiction,Arts & Photography,Photography & Video,4.8,3490,15.0
420,166,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,2013,27,Fiction,Arts & Photography,Other Media,4.9,5396,20.0
79,167,Doctor Sleep: A Novel,Stephen King,2013,28,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.7,15845,13.0
204,168,Knock-Knock Jokes for Kids,Rob Elliott,2013,29,Non Fiction,Children's Books,Humor,4.5,3673,4.0
392,169,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,2013,30,Fiction,LGBTQ+ Books,Literature & Fiction,3.9,33844,20.0
